Output file TC-wise cloud fraction (-)
Year	Day	Timestep	Subbasin	LU	TC	value
2000	308	1	69	2	6	 0.32157E+00
2000	308	1	69	2	5	 0.32157E+00
2000	308	1	69	2	4	 0.32157E+00
2000	309	1	15	1	3	 0.42686E+00
2000	309	1	15	1	2	 0.42686E+00
2000	309	1	15	1	1	 0.42686E+00
2000	309	1	15	2	6	 0.42686E+00
2000	309	1	15	2	5	 0.42686E+00
2000	309	1	15	2	4	 0.42686E+00
2000	309	1	69	1	3	 0.57802E+00
2000	309	1	69	1	2	 0.57802E+00
2000	309	1	69	1	1	 0.57802E+00
2000	309	1	69	2	6	 0.57802E+00
2000	309	1	69	2	5	 0.57802E+00
2000	309	1	69	2	4	 0.57802E+00
2000	310	1	15	1	3	 0.47980E+00
2000	310	1	15	1	2	 0.47980E+00
2000	310	1	15	1	1	 0.47980E+00
2000	310	1	15	2	6	 0.47980E+00
2000	310	1	15	2	5	 0.47980E+00
2000	310	1	15	2	4	 0.47980E+00
2000	310	1	69	1	3	 0.50647E+00
2000	310	1	69	1	2	 0.50647E+00
2000	310	1	69	1	1	 0.50647E+00
2000	310	1	69	2	6	 0.50647E+00
2000	310	1	69	2	5	 0.50647E+00
2000	310	1	69	2	4	 0.50647E+00
2000	311	1	15	1	3	 0.51660E+00
2000	311	1	15	1	2	 0.51660E+00
2000	311	1	15	1	1	 0.51660E+00
2000	311	1	15	2	6	 0.51660E+00
2000	311	1	15	2	5	 0.51660E+00
2000	311	1	15	2	4	 0.51660E+00
2000	311	1	69	1	3	 0.55738E+00
2000	311	1	69	1	2	 0.55738E+00
2000	311	1	69	1	1	 0.55738E+00
2000	311	1	69	2	6	 0.55738E+00
2000	311	1	69	2	5	 0.55738E+00
2000	311	1	69	2	4	 0.55738E+00
2000	312	1	15	1	3	 0.52018E+00
2000	312	1	15	1	2	 0.52018E+00
2000	312	1	15	1	1	 0.52018E+00
2000	312	1	15	2	6	 0.52018E+00
2000	312	1	15	2	5	 0.52018E+00
2000	312	1	15	2	4	 0.52018E+00
2000	312	1	69	1	3	 0.44741E+00
2000	312	1	69	1	2	 0.44741E+00
2000	312	1	69	1	1	 0.44741E+00
2000	312	1	69	2	6	 0.44741E+00
2000	312	1	69	2	5	 0.44741E+00
2000	312	1	69	2	4	 0.44741E+00
2000	313	1	15	1	3	 0.30288E+00
2000	313	1	15	1	2	 0.30288E+00
2000	313	1	15	1	1	 0.30288E+00
2000	313	1	15	2	6	 0.30288E+00
2000	313	1	15	2	5	 0.30288E+00
2000	313	1	15	2	4	 0.30288E+00
2000	313	1	69	1	3	 0.23317E+00
2000	313	1	69	1	2	 0.23317E+00
2000	313	1	69	1	1	 0.23317E+00
2000	313	1	69	2	6	 0.23317E+00
2000	313	1	69	2	5	 0.23317E+00
2000	313	1	69	2	4	 0.23317E+00
2000	314	1	15	1	3	 0.27427E+00
2000	314	1	15	1	2	 0.27427E+00
2000	314	1	15	1	1	 0.27427E+00
2000	314	1	15	2	6	 0.27427E+00
2000	314	1	15	2	5	 0.27427E+00
2000	314	1	15	2	4	 0.27427E+00
2000	314	1	69	1	3	 0.19581E+00
2000	314	1	69	1	2	 0.19581E+00
2000	314	1	69	1	1	 0.19581E+00
2000	314	1	69	2	6	 0.19581E+00
2000	314	1	69	2	5	 0.19581E+00
2000	314	1	69	2	4	 0.19581E+00
2000	315	1	15	1	3	 0.55669E+00
2000	315	1	15	1	2	 0.55669E+00
2000	315	1	15	1	1	 0.55669E+00
2000	315	1	15	2	6	 0.55669E+00
2000	315	1	15	2	5	 0.55669E+00
2000	315	1	15	2	4	 0.55669E+00
2000	315	1	69	1	3	 0.59712E+00
2000	315	1	69	1	2	 0.59712E+00
2000	315	1	69	1	1	 0.59712E+00
2000	315	1	69	2	6	 0.59712E+00
2000	315	1	69	2	5	 0.59712E+00
2000	315	1	69	2	4	 0.59712E+00
2000	316	1	15	1	3	 0.49432E+00
2000	316	1	15	1	2	 0.49432E+00
2000	316	1	15	1	1	 0.49432E+00
2000	316	1	15	2	6	 0.49432E+00
2000	316	1	15	2	5	 0.49432E+00
2000	316	1	15	2	4	 0.49432E+00
2000	316	1	69	1	3	 0.58163E+00
2000	316	1	69	1	2	 0.58163E+00
2000	316	1	69	1	1	 0.58163E+00
2000	316	1	69	2	6	 0.58163E+00
2000	316	1	69	2	5	 0.58163E+00
2000	316	1	69	2	4	 0.58163E+00
2000	317	1	15	1	3	 0.52563E+00
2000	317	1	15	1	2	 0.52563E+00
2000	317	1	15	1	1	 0.52563E+00
2000	317	1	15	2	6	 0.52563E+00
2000	317	1	15	2	5	 0.52563E+00
2000	317	1	15	2	4	 0.52563E+00
2000	317	1	69	1	3	 0.51377E+00
2000	317	1	69	1	2	 0.51377E+00
2000	317	1	69	1	1	 0.51377E+00
2000	317	1	69	2	6	 0.51377E+00
2000	317	1	69	2	5	 0.51377E+00
2000	317	1	69	2	4	 0.51377E+00
2000	318	1	15	1	3	 0.53127E+00
2000	318	1	15	1	2	 0.53127E+00
2000	318	1	15	1	1	 0.53127E+00
2000	318	1	15	2	6	 0.53127E+00
2000	318	1	15	2	5	 0.53127E+00
2000	318	1	15	2	4	 0.53127E+00
2000	318	1	69	1	3	 0.51592E+00
2000	318	1	69	1	2	 0.51592E+00
2000	318	1	69	1	1	 0.51592E+00
2000	318	1	69	2	6	 0.51592E+00
2000	318	1	69	2	5	 0.51592E+00
2000	318	1	69	2	4	 0.51592E+00
2000	319	1	15	1	3	 0.65208E+00
2000	319	1	15	1	2	 0.65208E+00
2000	319	1	15	1	1	 0.65208E+00
2000	319	1	15	2	6	 0.65208E+00
2000	319	1	15	2	5	 0.65208E+00
2000	319	1	15	2	4	 0.65208E+00
2000	319	1	69	1	3	 0.51610E+00
2000	319	1	69	1	2	 0.51610E+00
2000	319	1	69	1	1	 0.51610E+00
2000	319	1	69	2	6	 0.51610E+00
2000	319	1	69	2	5	 0.51610E+00
2000	319	1	69	2	4	 0.51610E+00
2000	320	1	15	1	3	 0.53896E+00
2000	320	1	15	1	2	 0.53896E+00
2000	320	1	15	1	1	 0.53896E+00
2000	320	1	15	2	6	 0.53896E+00
2000	320	1	15	2	5	 0.53896E+00
2000	320	1	15	2	4	 0.53896E+00
2000	320	1	69	1	3	 0.45568E+00
2000	320	1	69	1	2	 0.45568E+00
2000	320	1	69	1	1	 0.45568E+00
2000	320	1	69	2	6	 0.45568E+00
2000	320	1	69	2	5	 0.45568E+00
2000	320	1	69	2	4	 0.45568E+00
2000	321	1	15	1	3	 0.64754E+00
2000	321	1	15	1	2	 0.64754E+00
2000	321	1	15	1	1	 0.64754E+00
2000	321	1	15	2	6	 0.64754E+00
2000	321	1	15	2	5	 0.64754E+00
2000	321	1	15	2	4	 0.64754E+00
2000	321	1	69	1	3	 0.76077E+00
2000	321	1	69	1	2	 0.76077E+00
2000	321	1	69	1	1	 0.76077E+00
